state,district,vote,name,party,bill,bill_text
AR,2,No,French Hill,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
AR,4,No,Bruce Westerman,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
AZ,7,Yes,Ruben Gallego,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,11,Yes,Mark DeSaulnier,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,31,Yes,Pete Aguilar,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,33,Yes,Ted Lieu,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,35,Yes,Norma Torres,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CO,4,No,Ken Buck,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
GA,1,No,Buddy Carter,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
GA,10,No,Jody Hice,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
GA,11,No,Barry Loudermilk,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
GA,12,No,Rick Allen,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IL,12,No,Mike Bost,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
LA,5,Not Voting,Ralph Abraham,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
LA,6,No,Garret Graves,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MA,6,Yes,Seth Moulton,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,4,No,John Moolenaar,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,12,Yes,Debbie Dingell,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,14,Yes,Brenda Lawrence,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MN,6,No,Tom Emmer,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NC,7,No,David Rouzer,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NJ,12,Yes,Bonnie Watson Coleman,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,1,No,Lee Zeldin,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,4,Yes,Kathleen Rice,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,21,No,Elise Stefanik,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,24,No,John Katko,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,2,Yes,Brendan Boyle,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TX,4,No,John Ratcliffe,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TX,23,No,Will Hurd,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TX,36,No,Brian Babin,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
VA,8,Yes,Donald Beyer,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
WA,4,No,Dan Newhouse,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
WI,6,No,Glenn Grothman,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
WV,2,No,Alex Mooney,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NC,6,No,Mark Walker,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MS,1,No,Trent Kelly,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IL,18,No,Darin LaHood,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
OH,8,No,Warren Davidson,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
KY,1,No,James Comer,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,3,Yes,Dwight Evans,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
AZ,1,Yes,Tom O’Halleran,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
AZ,5,No,Andy Biggs,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,17,Yes,Ro Khanna,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,20,Yes,Jimmy Panetta,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,24,Yes,Salud Carbajal,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,44,Yes,Nanette Barragán,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,46,Yes,Luis Correa,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
DE,0,Yes,Lisa Blunt Rochester,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,1,No,Matt Gaetz,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,2,No,Neal Dunn,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,4,No,John Rutherford,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,5,Yes,Al Lawson,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,7,Yes,Stephanie Murphy,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,9,Yes,Darren Soto,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,10,Yes,Val Demings,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,13,Yes,Charlie Crist,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,18,No,Brian Mast,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,19,Yes,Francis Rooney,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
GA,3,No,Drew Ferguson IV,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IL,8,Yes,Raja Krishnamoorthi,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IN,3,No,Jim Banks,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IN,9,No,Trey Hollingsworth,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
KS,1,No,Roger Marshall,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
LA,3,No,Clay Higgins,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
LA,4,No,Mike Johnson,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MD,4,Yes,Anthony Brown,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MD,8,Yes,Jamie Raskin,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,1,No,Jack Bergman,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,10,No,Paul Mitchell,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NC,13,No,Ted Budd,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NE,2,No,Don Bacon,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NJ,5,Yes,Josh Gottheimer,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,3,Yes,Thomas Suozzi,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,13,Yes,Adriano Espaillat,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,1,Yes,Brian Fitzpatrick,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,11,No,Lloyd Smucker,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TN,8,No,David Kustoff,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TX,15,Yes,Vicente Gonzalez,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TX,19,No,Jodey Arrington,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
VA,4,Yes,Donald McEachin,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
WA,7,Yes,Pramila Jayapal,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
WI,8,No,Mike Gallagher,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
WY,0,No,Liz Cheney,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
KS,4,No,Ron Estes,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MT,0,No,Greg Gianforte,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
SC,5,No,Ralph Norman Jr.,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,34,Yes,Jimmy Gomez,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
UT,3,No,John Curtis,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,17,Yes,Conor Lamb,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
AZ,8,No,Debbie Lesko,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
TX,27,No,Michael Cloud,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
OH,12,No,Troy Balderson,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
OK,1,No,Kevin Hern,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
NY,25,Yes,Joseph Morelle,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,5,Yes,Mary Scanlon,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
PA,7,Yes,Susan Wild,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
AZ,9,Yes,Greg Stanton,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,10,Yes,Josh Harder,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,21,Yes,TJ Cox,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,25,Yes,Katie Hill,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,39,Yes,Gilbert Cisneros,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,45,Yes,Katie Porter,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,48,Yes,Harley Rouda,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CA,49,Yes,Mike Levin,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CO,2,Yes,Joe Neguse,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CO,6,Yes,Jason Crow,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
CT,5,Yes,Jahana Hayes,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,6,No,Michael Waltz,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,15,No,Ross Spano,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,17,No,Gregory Steube,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,26,Yes,Debbie Mucarsel-Powell,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
FL,27,Yes,Donna Shalala,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
GA,6,Yes,Lucy McBath,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IA,1,Yes,Abby Finkenauer,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IA,3,Yes,Cynthia Axne,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
ID,1,No,Russ Fulcher,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IL,4,Yes,Jesús García,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IL,6,Yes,Sean Casten,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IL,14,Yes,Lauren Underwood,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IN,4,No,James Baird,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
IN,6,No,Greg Pence,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
KS,2,No,Steven Watkins,Republican,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
KS,3,Yes,Sharice Davids,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MA,3,Yes,Lori Trahan,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MA,7,Yes,Ayanna Pressley,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MD,6,Yes,David Trone,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,8,Yes,Elissa Slotkin,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,9,Yes,Andy Levin,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
MI,11,Yes,Haley Stevens,Democrat,Raise the Wage Act,Do you think the federal minimum wage should be raised to $15/hr?
